TABLE CalCosmicEnergyCalib
356,589.88,10.30,42.49,8.15,113.79,13.86,1.03029,441
357,637.90,9.62,44.67,8.14,107.40,14.53,1.04829,447
358,601.87,9.67,51.37,9.29,103.94,16.82,0.63647,368
359,646.67,12.06,65.05,12.56,119.48,24.66,0.83120,373
360,635.72,12.37,49.91,11.36,113.65,24.50,1.11501,328
361,556.66,9.24,55.99,8.76,76.11,17.59,0.90250,321
362,502.03,8.91,44.45,8.17,81.75,12.91,0.67837,361
363,488.52,8.58,41.35,7.04,81.72,14.05,0.72139,358
364,599.17,10.26,70.47,10.04,84.59,19.51,0.74305,383
365,661.09,10.22,79.77,10.94,64.91,24.95,0.88329,390
366,577.09,9.45,35.55,7.16,92.65,12.69,1.17193,372
367,574.87,8.05,44.14,7.30,68.18,13.97,0.94818,371
368,583.77,10.24,46.27,8.52,105.88,14.87,1.28561,487
369,611.00,8.97,48.74,8.30,101.74,11.92,1.01430,487
370,623.54,9.33,28.49,5.50,120.72,9.33,1.43301,668
371,603.04,6.81,45.17,5.43,89.39,10.43,0.73487,668
372,541.04,8.70,34.87,7.03,104.22,11.65,1.74977,532
373,586.24,9.00,42.78,7.38,110.28,15.40,1.31747,541
374,574.23,11.03,31.15,7.26,123.80,11.20,0.78416,486
375,562.31,10.54,40.39,8.14,119.61,12.67,0.64004,485
376,545.96,6.32,23.08,3.68,87.19,7.27,1.59538,753
377,545.68,7.40,25.62,4.19,108.14,7.40,0.82623,748
378,551.26,7.73,37.27,4.94,109.87,9.66,0.78120,813
379,570.81,6.66,37.96,4.70,105.22,10.46,0.91067,812
380,575.49,6.16,48.04,5.10,93.92,10.57,0.99659,852
381,487.42,5.63,39.02,4.10,79.01,7.83,0.93055,831
382,531.29,6.29,40.63,4.68,97.05,8.92,0.95168,812
383,514.65,6.20,36.93,4.28,92.69,7.79,0.83883,813
384,552.37,6.83,39.94,4.99,95.10,11.31,1.47558,698
385,581.13,7.71,46.14,6.10,108.09,11.99,1.06032,706
386,497.65,7.50,36.55,5.27,89.14,9.26,1.33632,673
387,519.97,6.47,44.53,5.21,86.24,10.27,1.07358,678
388,563.92,6.49,40.72,5.08,94.49,9.70,1.16212,746
389,591.16,6.63,44.51,5.06,92.75,9.38,1.09636,748
390,644.52,11.07,45.44,7.28,134.64,14.52,1.17559,755
391,632.97,11.04,44.46,7.31,135.93,15.16,1.33481,753
392,601.82,7.95,56.23,6.62,109.63,11.69,0.93309,763
393,593.86,8.15,56.50,6.54,109.11,12.73,0.73188,760
394,604.09,8.32,54.63,6.46,112.75,12.39,1.02655,708
395,592.13,7.93,59.47,6.78,103.80,12.82,0.92110,707
396,541.28,6.83,50.97,5.95,84.23,14.60,1.12172,653
397,571.69,7.73,52.74,6.61,105.45,12.87,1.03315,656
398,643.90,9.61,43.58,6.54,140.92,11.13,0.80588,725
399,670.36,8.74,43.91,6.47,123.24,13.21,1.37828,721
400,593.97,9.81,36.49,5.97,141.72,10.44,0.74552,751
401,590.51,10.16,35.19,6.13,141.92,10.95,1.35069,750
402,576.21,8.10,51.27,6.35,121.33,10.32,1.26395,807
403,548.17,7.93,54.85,6.53,112.77,10.47,0.89829,799
404,552.15,9.83,41.41,6.06,137.35,11.59,0.83780,817
405,621.72,9.38,54.31,6.90,140.58,11.97,0.82920,827
406,626.85,9.67,43.78,6.23,143.65,13.49,0.97696,864
407,608.62,9.71,42.65,6.20,146.68,11.74,0.73330,861
408,610.04,10.11,35.19,6.08,141.80,10.31,0.99905,818
409,682.16,12.13,37.77,6.85,165.91,12.16,0.99017,825
410,544.84,9.11,48.30,6.33,120.10,13.30,1.11763,868
411,593.79,10.55,36.27,5.92,143.40,9.98,1.15936,874
412,685.81,10.43,39.93,6.35,158.60,13.78,1.47786,899
413,697.08,9.87,54.24,7.71,156.19,14.13,1.41144,900
414,566.98,7.34,47.12,5.56,116.07,10.62,0.80215,868
415,556.20,7.69,43.67,5.25,115.97,9.87,0.95454,868
416,692.83,11.46,52.42,7.71,172.48,14.49,1.28093,991
417,679.81,10.23,51.42,7.36,167.96,12.67,1.48644,995
418,707.91,9.63,56.80,7.14,156.13,12.56,0.93313,978
419,674.98,8.80,50.58,6.68,143.69,12.21,1.15717,974
